productid,bigcategory,subcategory,productname,price,,
OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,17.53,,
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,31.53,,
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,37.53,,
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,48.53,,
OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,17.53,,
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1",30.53,,
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,40.53,,
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,26.4,,
OFF-EN-10000461,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes,36.4,,
OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",54.4,,
OFF-EN-10000781,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes,36.4,,
OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel N Seal Padded Mailers,42.4,,
OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",39.4,,
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9",55.4,,
OFF-EN-10001219,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,41.4,,
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",81.4,,
OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",39.4,,
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2, 100/Box",51.4,,
OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,24.4,,
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,29.4,,
OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,18.4,,
OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,42.4,,
OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,16.4,,
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,28.4,,
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,43.4,,
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",52.4,,
OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",44.4,,
OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",38.4,,
OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",46.4,,
OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,38.4,,
OFF-EN-10002986,Office Supplies,Envelopes,#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes,48.4,,
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,49.4,,
OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,30.4,,
OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",54.4,,
OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,33.4,,
OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,20.4,,
OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,20.4,,
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,49.4,,
OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",44.4,,
OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10 x 13 , 100/Box",76.4,,
OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",65.4,,
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,16.4,,
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,33.4,,
OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,47.4,,
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,38.4,,
OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,43.4,,
OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,17.4,,
OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",69.4,,
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.4,,
OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",41.4,,
OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,14.4,,
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,56.4,,
OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,28.4,,
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,34.4,,
OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,15.4,,
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",32.4,,
OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,32.4,,
OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,17.4,,
OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",42.4,,
OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,31.4,,
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,18.4,,
OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",39.4,,
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,15.4,,
OFF-FA-10000735,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,14.4,,
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,25.4,,
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",51.4,,
OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",33.4,,
OFF-FA-10001229,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10001332,Office Supplies,Fasteners,"Acco Bankers Clasps, 5 3/4-Long",30.4,,
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,18.4,,
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,25.4,,
OFF-FA-10001843,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",40.4,,
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,27.4,,
OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,16.4,,
OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,20.4,,
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,46.4,,
OFF-FA-10002780,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10002815,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10002975,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,29.4,,
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,11.4,,
OFF-FA-10003021,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,23.4,,
OFF-FA-10003112,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",39.4,,
OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,18.4,,
OFF-FA-10003485,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.4,,
OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,27.4,,
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,25.4,,
OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,38.4,,
OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",19.4,,
OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",54.4,,
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,15.4,,
OFF-LA-10000081,Office Supplies,Labels,Avery 496,8.6,,
OFF-LA-10000121,Office Supplies,Labels,Avery 48,7.6,,
OFF-LA-10000134,Office Supplies,Labels,Avery 511,8.6,,
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,56.6,,
OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.6,,
OFF-LA-10000262,Office Supplies,Labels,Avery 494,8.6,,
OFF-LA-10000305,Office Supplies,Labels,Avery 495,8.6,,
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,31.6,,
OFF-LA-10000414,Office Supplies,Labels,Avery 503,8.6,,
OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.6,,
OFF-LA-10000452,Office Supplies,Labels,Avery 488,8.6,,
OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",96.6,,
OFF-LA-10000634,Office Supplies,Labels,Avery 509,8.6,,
OFF-LA-10000973,Office Supplies,Labels,Avery 502,8.6,,
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,70.6,,
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,35.6,,
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",51.6,,
OFF-LA-10001175,Office Supplies,Labels,Avery 514,8.6,,
OFF-LA-10001297,Office Supplies,Labels,Avery 473,8.6,,
OFF-LA-10001317,Office Supplies,Labels,Avery 520,8.6,,
OFF-LA-10001404,Office Supplies,Labels,Avery 517,8.6,,
OFF-LA-10001474,Office Supplies,Labels,Avery 477,8.6,,
OFF-LA-10001569,Office Supplies,Labels,Avery 499,8.6,,
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,23.6,,
OFF-LA-10001641,Office Supplies,Labels,Avery 518,8.6,,
OFF-LA-10001771,Office Supplies,Labels,Avery 513,8.6,,
OFF-LA-10001934,Office Supplies,Labels,Avery 516,8.6,,
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,61.6,,
OFF-LA-10002034,Office Supplies,Labels,Avery 478,8.6,,
OFF-LA-10002043,Office Supplies,Labels,Avery 489,8.6,,
OFF-LA-10002195,Office Supplies,Labels,Avery 481,8.6,,
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,67.6,,
OFF-LA-10002312,Office Supplies,Labels,Avery 490,8.6,,
OFF-LA-10002368,Office Supplies,Labels,Avery 479,8.6,,
OFF-LA-10002381,Office Supplies,Labels,Avery 497,8.6,,
OFF-LA-10002473,Office Supplies,Labels,Avery 484,8.6,,
OFF-LA-10002475,Office Supplies,Labels,Avery 519,8.6,,
OFF-LA-10002762,Office Supplies,Labels,Avery 485,8.6,,
OFF-LA-10002787,Office Supplies,Labels,Avery 480,8.6,,
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",79.6,,
OFF-LA-10003077,Office Supplies,Labels,Avery 500,8.6,,
OFF-LA-10003121,Office Supplies,Labels,Avery 506,8.6,,
OFF-LA-10003148,Office Supplies,Labels,Avery 51,7.6,,
OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.6,,
OFF-LA-10003223,Office Supplies,Labels,Avery 508,8.6,,
OFF-LA-10003388,Office Supplies,Labels,Avery 5,6.6,,
OFF-LA-10003498,Office Supplies,Labels,Avery 475,8.6,,
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",80.6,,
OFF-LA-10003537,Office Supplies,Labels,Avery 515,8.6,,
OFF-LA-10003663,Office Supplies,Labels,Avery 498,8.6,,
OFF-LA-10003714,Office Supplies,Labels,Avery 510,8.6,,
OFF-LA-10003720,Office Supplies,Labels,Avery 487,8.6,,
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,29.6,,
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,37.6,,
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",51.6,,
OFF-LA-10004008,Office Supplies,Labels,Avery 507,8.6,,
OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,31.6,,
OFF-LA-10004093,Office Supplies,Labels,Avery 486,8.6,,
OFF-LA-10004178,Office Supplies,Labels,Avery 491,8.6,,
OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.6,,
OFF-LA-10004345,Office Supplies,Labels,Avery 493,8.6,,
OFF-LA-10004409,Office Supplies,Labels,Avery 492,8.6,,
OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,15.6,,
OFF-LA-10004484,Office Supplies,Labels,Avery 476,8.6,,
OFF-LA-10004544,Office Supplies,Labels,Avery 505,8.6,,
OFF-LA-10004545,Office Supplies,Labels,Avery 50,7.6,,
OFF-LA-10004559,Office Supplies,Labels,Avery 49,7.6,,
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,62.6,,
OFF-LA-10004689,Office Supplies,Labels,Avery 512,8.6,,
OFF-LA-10004853,Office Supplies,Labels,Avery 483,8.6,,
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4 x 6",57.67,,
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,9.67,,
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,8.67,,
OFF-PA-10000048,Office Supplies,Paper,Xerox 20,7.67,,
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,8.67,,
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,32.67,,
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.67,,
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,9.67,,
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,8.67,,
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9",41.67,,
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,30.67,,
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,8.67,,
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,9.67,,
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2 X 4 Forms/Pg., 200 Dupl. Sets/Book",69.67,,
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,9.67,,
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,25.67,,
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,8.67,,
OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,9.67,,
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,9.67,,
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",45.67,,
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.67,,
OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,16.67,,
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,8.67,,
OFF-PA-10000295,Office Supplies,Paper,Xerox 229,8.67,,
OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,9.67,,
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,9.67,,
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,9.67,,
OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,9.67,,
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,9.67,,
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,16.67,,
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book",71.67,,
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",94.67,,
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",65.67,,
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,8.67,,
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8??x 11??,44.67
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.67
OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter"," Triplicate""",63.67,
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,7.67,,
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,18.67,,
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,8.67,,
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,9.67,,
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,37.67,,
OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.67,,
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,8.67,,
OFF-PA-10000556,Office Supplies,Paper,Xerox 208,8.67,,
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,16.67,,
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",59.67,,
OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",37.67,,
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,9.67,,
OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,9.67,,
OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6??x 11??,73.67
OFF-PA-10000673,Office Supplies,Paper,Post-it ?�Important Message??Note Pad", Neon Colors," 50 Sheets/Pad""",63.67
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,9.67,,
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,9.67,,
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",40.67,,
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2 x 7",54.67,,
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,9.67,,
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,9.67,,
OFF-PA-10000788,Office Supplies,Paper,Xerox 210,8.67,,
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",72.67,,
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,9.67,,
OFF-PA-10000807,Office Supplies,Paper,"TOPS Important Message Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",68.67,,
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,8.67,,
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,18.67,,
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,9.67,,
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,46.67,,
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,9.67,,
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",72.67,,
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,9.67,,
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,9.67,,
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,9.67,,
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,9.67,,
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,6.67,,
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,9.67,,
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,9.67,,
OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,9.67,,
OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,9.67,,
OFF-PA-10001246,Office Supplies,Paper,Xerox 215,8.67,,
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",54.67,,
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,16.67,,
OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,57.67,,
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,41.67,,
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,9.67,,
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,52.67,,
OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",53.67,,
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,9.67,,
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,9.67,,
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,34.67,,
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,25.67,,
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),36.67,,
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,27.67,,
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,9.67,,
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line While You Were Out Book, 5 1/2 X 4",58.67,,
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,9.67,,
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,8.67,,
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4??x 11??,42.67
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,8.67
OFF-PA-10001583,Office Supplies,Paper,1/4 Fold Party Design Invitations & White Envelopes", 24 8-1/2 X 11 Cards," 25 Env./Pack""",85.67
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,9.67,,
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,31.67,,
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",72.67,,
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,8.67,,
OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,9.67,,
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),57.67,,
OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.67,,
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,9.67,,
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,9.67,,
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,9.67,,
OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page",51.67,,
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),51.67,,
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,9.67,,
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",72.67,,
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,9.67,,
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,8.67,,
OFF-PA-10001801,Office Supplies,Paper,Xerox 193,8.67,,
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,8.67,,
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,9.67,,
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,8.67,,
OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,9.67,,
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",89.67,,
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.67,,
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,8.67,,
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,9.67,,
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",53.67,,
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,9.67,,
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,7.67,,
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.67,,
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,51.67,,
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,9.67,,
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,9.67,,
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.67,,
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,8.67,,
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,8.67,,
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2 x 5-1/2 Card Size",55.67,,
OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,9.67,,
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,8.67,,
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,9.67,,
OFF-PA-10002105,Office Supplies,Paper,Xerox 223,8.67,,
OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,31.67,,
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,9.67,,
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",34.67,,
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9.67,,
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2 X 11, 24 Cards/25 Envelopes/Set",73.67,,
